6951|44|FR
84|35|FR
382|400|FR
1|8730|FR
80|924|FR
5|3708|FR
51|9031|FR
7|443|FR
1182|43|FR
12|6|FR
573|8466|FR
758|1483|FR
3171|428|FR
61|64|FR
2|61|FR
5634|775|FR
76|021|FR
684|2003|FR
3113|995|FR
5165|8|FR
1682|7966|FR
322|56|FR
143|2|FR
7498|8|FR
3|5271|FR
1528|13|FR
40|9|FR
180|735|FR
616|156|FR
1463|3|FR
4|90|FR
3|6240|FR
989|3954|FR
34|458|FR
164|836|FR
7|4064|FR
14|00|FR
1305|793|FR
142|9781|FR
3165|22|FR
943|89|FR
582|80|FR
34|8530|FR
964|13|FR
429|33|FR
97|8731|FR
7|258|FR
2|8|FR
686|0709|FR
1|06|FR
83|5|FR
8|58|FR
6|938|FR
599|3|FR
382|7|FR
2|49|FR
6128|5415|FR
97|1792|FR
209|33|FR
18|80|FR
862|21|FR
1601|75|FR
49|46|FR
780|39|FR
4|4103|FR
6|3|FR
138|558|FR
515|460|FR
25|3|FR
109|3|FR
730|122|FR
3|6526|FR
32|8870|FR
8210|273|FR
84|79|FR
989|3796|FR
61|5|FR
2|00|FR
8254|706|FR
61|70|FR
3|80|FR
2866|51|FR
199|6|FR
8|50|FR
22|81|FR
4|44|FR
305|436|FR
43|1158|FR
18|7693|FR
813|5463|FR
9445|61|FR
37|231|FR
137|186|FR
9|5|FR
228|7|FR
32|277|FR
81|4|FR
10|946|FR
7018|4|FR
877|785|FR
1|4|FR
62|70|FR
732|524|FR
376|275|FR
11|75|FR
68|287|FR
5274|79|FR
61|82|FR
250|99|FR
88|997|FR
1|205|FR
483|43|FR
13|4916|FR
1890|1267|FR
6217|7|FR
3|3|FR
383|98|FR
34|419|FR
25|9|FR
6249|2712|FR
9459|7|FR
2884|1|FR
8849|509|FR
1|232|FR
28|9370|FR
504|6|FR
5496|1|FR
3339|73|FR
862|46|FR
1749|87|FR
3|2|FR
62|07|FR
1|6|FR
61|81|FR
378|064|FR
4741|1|FR
47|87|FR
53|392|FR
397|9|FR
81|0|FR
7|28|FR
16|2618|FR
1|7|FR
1|2|FR
6799|7165|FR
6675|2074|FR
78|9|FR
548|41|FR
4|3|FR
6712|515|FR
58|853|FR
7|44|FR
401|8310|FR
143|09|FR
9451|3|FR
45|3|FR
27|18|FR
789|8|FR
97|5650|FR
1247|470|FR
1|4802|FR
6808|940|FR
9|24|FR
9488|2|FR
5714|72|FR
78|0265|FR
1|953|FR
11|5|FR
8|7|FR
54|04|FR
63|8696|FR
89|0791|FR
13|8138|FR
35|3|FR
10|9837|FR
239|1949|FR
456|2163|FR
865|928|FR
4|6|FR
192|867|FR
3822|555|FR
7|9|FR
6|783|FR
317|1412|FR
3155|71|FR
7409|5|FR
418|3729|FR
118|7479|FR
929|8458|FR
57|23|FR
9|0816|FR
6|891|FR
41|57|FR
8080|5|FR
68|1|FR
792|4445|FR
140|742|FR
4|831|FR
9857|0014|FR
1|537|FR
2492|68|FR
11|6|FR
2|83|FR
8267|6|FR
3262|522|FR
1|49|FR
1372|58|FR
57|9|FR
112|7|FR
5301|07|FR
5426|172|FR
5867|5|FR
904|4011|FR
6|8889|FR
58|6265|FR
8239|588|FR
54|2|FR
7|11|FR
2|632|FR
146|3|FR
91|1|FR
17|8938|FR
7|26|FR
8383|8|FR
358|41|FR
1|1186|FR
96|2|FR
3|2671|FR
17|7679|FR
39|63|FR
2|138|FR
89|5|FR
1|1464|FR
1232|5147|FR
4|7|FR
9071|29|FR
8|8|FR
97|79|FR
5|0|FR
2|9384|FR
4740|42|FR
47|249|FR
183|65|FR
3|890|FR
4|895|FR
4|0|FR
1|0|FR
489|3587|FR
517|60|FR
7212|45|FR
852|5|FR
1879|9|FR
83|9185|FR
3631|26|FR
39|59|FR
1|4|FR
25|07|FR
163|4|FR
6868|94|FR
6|01|FR
3|669|FR
3|46|FR
7658|480|FR
94|95|FR
2|961|FR
67|9694|FR
195|706|FR
3463|2|FR
692|962|FR
4|156|FR
648|3539|FR
299|9318|FR
99|92|FR
10|663|FR
1722|89|FR
1730|15|FR
479|3971|FR
5363|183|FR
511|1799|FR
7|20|FR
7609|7|FR
692|5|FR
798|858|FR
123|444|FR
3807|083|FR
141|952|FR
6494|5826|FR
96|7|FR
487|9|FR
70|840|FR
444|239|FR
610|204|FR
77|6968|FR
47|1|FR
17|36|FR
7879|759|FR
782|0|FR
5|1|FR
3148|3|FR
1|6|FR
3|39|FR
9452|0488|FR
1|586|FR
19|7477|FR
6221|2|FR
253|0|FR
64|368|FR
8526|5|FR
12|0|FR
8362|74|FR
207|86|FR
9|9817|FR
46|1|FR
9950|9403|FR
1557|6|FR
2682|77|FR
19|573|FR
4853|03|FR
12|669|FR
9|912|FR
1247|6|FR
8334|1310|FR
1|9|FR
4|7|FR
211|3|FR
2487|677|FR
1347|1|FR
6|4438|FR
48|2|FR
929|6071|FR
5|3|FR
146|5321|FR
15|9417|FR
59|5317|FR
6|713|FR
148|191|FR
23|987|FR
2860|4769|FR
12|28|FR
3|81|FR
36|283|FR
633|34|FR
700|6037|FR
5917|222|FR
2|83|FR
6|631|FR
178|8419|FR
3374|7193|FR
53|051|FR
5|682|FR
835|7|FR
83|45|FR
253|1630|FR
808|549|FR
731|1|FR
6|5|FR
19|447|FR
48|4|FR
2|2051|FR
1|96|FR
6|039|FR
186|472|FR
3|2405|FR
6814|9|FR
694|8074|FR
3116|17|FR
750|84|FR
3|2|FR
6009|912|FR
7551|272|FR
7|3508|FR
4738|739|FR
66|73|FR
6|670|FR
6|3|FR
198|25|FR
653|698|FR
8402|1|FR
938|062|FR
1|06|FR
74|0|FR
91|2406|FR
5845|6|FR
817|05|FR
3540|3|FR
427|537|FR
185|869|FR
8170|60|FR
5824|9|FR
6|4|FR
1500|627|FR
1992|9742|FR
3|32|FR
85|14|FR
1|597|FR
3764|10|FR
111|047|FR
2|42|FR
756|4|FR
52|6672|FR
3376|561|FR
189|13|FR
288|58|FR
1431|096|FR
6289|8|FR
2|79|FR
20|0|FR
5|7805|FR
8390|56|FR
1|472|FR
386|3153|FR
887|821|FR
11|7434|FR
339|11|FR
4330|282|FR
9|87|FR
7|1|FR
3|059|FR
2178|6469|FR
6243|99|FR
3027|63|FR
552|7392|FR
11|88|FR
9312|0|FR
3883|786|FR
556|9116|FR
17|5|FR
32|660|FR
9782|832|FR
324|2000|FR
33|83|FR
47|1569|FR
603|12|FR
5845|5|FR
5975|5869|FR
82|742|FR
8026|8|FR
6991|2|FR
1351|082|FR
39|42|FR
568|6039|FR
4820|1340|FR
7267|97|FR
18|94|FR
4369|9079|FR
18|1060|FR
680|149|FR
362|19|FR
771|40|FR
4|6517|FR
6|4771|FR
60|4|FR
28|1|FR
28|8054|FR
692|408|FR
41|318|FR
8341|7058|FR
9|13|FR
7|4|FR
4|5|FR
7377|2|FR
85|4|FR
16|00|FR
24|1622|FR
545|429|FR
19|947|FR
6871|4|FR
22|9418|FR
1|5|FR
340|3062|FR
6036|5555|FR
812|70|FR
2|07|FR
5679|6|FR
1002|4|FR
6|728|FR
73|0|FR
1240|6938|FR
402|06|FR
4|0332|FR
4|4|FR
1085|7|FR
4|9|FR
7|0|FR
9445|5|FR
641|484|FR
626|26|FR
932|06|FR
17|2242|FR
753|6344|FR
1|635|FR
1122|88|FR
613|3270|FR
9225|3339|FR
158|034|FR
10|8|FR
88|6|FR
62|5055|FR
6464|07|FR
812|360|FR
825|3|FR
751|85|FR
31|24|FR
16|985|FR
57|7|FR
9|7912|FR
9|2465|FR
50|7680|FR
6|2|FR
903|95|FR
7|4518|FR
8593|45|FR
147|3324|FR
14|284|FR
4521|824|FR
715|457|FR
30|50|FR
1487|4|FR
3|49|FR
1|0|FR
5455|7738|FR
23|737|FR
18|22|FR
5|614|FR
6|8|FR
4376|0|FR
5|97|FR
453|7|FR
12|839|FR
1|22|FR
58|562|FR
236|80|FR
478|49|FR
9|8856|FR
569|4277|FR
57|4611|FR
421|9|FR
8|696|FR
4044|9986|FR
7|5760|FR
32|90|FR
569|97|FR
1623|0|FR
338|2|FR
1508|7|FR
3333|4358|FR
9407|261|FR
8|16|FR
3824|8|FR
9|3814|FR
8403|806|FR
4|016|FR
8634|43|FR
243|4171|FR
5423|018|FR
7354|557|FR
18|5|FR
9|0|FR
5|8|FR
1|406|FR
4105|2|FR
2|4067|FR
62|5852|FR
39|151|FR
891|1|FR
1|4474|FR
650|31|FR
87|94|FR
984|3|FR
68|9793|FR
60|32|FR
9|48|FR
68|39|FR
125|6345|FR
4047|6|FR
782|1287|FR
12|0376|FR
5|3|FR
920|2|FR
6|3|FR
8|029|FR
2|9343|FR
9985|5|FR
7531|8|FR
5|690|FR
70|5|FR
17|47|FR
43|7781|FR
2|51|FR
9|0576|FR
911|30|FR
528|8|FR
9|3451|FR
12|387|FR
89|559|FR
962|7355|FR
989|5389|FR
757|3|FR
5|869|FR
5624|357|FR
404|4|FR
258|1088|FR
378|577|FR
7|9|FR
2|72|FR
9|1|FR
204|19|FR
140|7855|FR
842|206|FR
242|1|FR
3026|90|FR
7099|3981|FR
50|8|FR
94|9158|FR
9|2|FR
9181|7503|FR
3961|648|FR
5958|9243|FR
4|4|FR
568|4726|FR
7|00|FR
75|068|FR
6|798|FR
563|83|FR
609|777|FR
327|794|FR
1|9|FR
97|6|FR
2|0057|FR
27|095|FR
6690|4|FR
454|5|FR
8066|07|FR
268|6917|FR
8626|94|FR
27|7|FR
3081|575|FR
1|04|FR
86|751|FR
610|7721|FR
730|16|FR
69|9|FR
6|78|FR
569|9|FR
34|97|FR
230|3|FR
7664|4|FR
9|365|FR
5|8|FR
24|49|FR
7|24|FR
1099|3|FR
5|9|FR
3990|9286|FR
573|86|FR
532|2|FR
66|24|FR
1770|958|FR
19|51|FR
443|973|FR
150|1|FR
667|7257|FR
8|9|FR
3332|70|FR
927|778|FR
542|629|FR
499|6016|FR
1|420|FR
4618|128|FR
4052|625|FR
92|23|FR
110|648|FR
7|00|FR
21|8933|FR
7|40|FR
8590|7|FR
6|42|FR
817|09|FR
7166|7592|FR
29|4397|FR
502|0878|FR
6|488|FR
9|1|FR
18|9|FR
14|366|FR
9|814|FR
28|45|FR
77|5|FR
138|4|FR
312|2107|FR
703|045|FR
2|1|FR
2|227|FR
259|6603|FR
294|63|FR
9560|9|FR
25|347|FR
58|17|FR
79|0717|FR
542|24|FR
8|2738|FR
621|20|FR
91|8|FR
7|89|FR
56|43|FR
68|1634|FR
3326|331|FR
9463|0|FR
105|9|FR
49|81|FR
4|8493|FR
173|8963|FR
1|1532|FR
778|2|FR
63|522|FR
4700|40|FR
7|6|FR
1411|1544|FR
927|438|FR
7085|28|FR
97|539|FR
928|427|FR
1114|939|FR
704|768|FR
71|0|FR
29|7|FR
4|201|FR
5|4|FR
79|7|FR
14|43|FR
297|4|FR
3|18|FR
710|5412|FR
1615|88|FR
3|331|FR
214|457|FR
90|91|FR
6194|919|FR
71|7438|FR
5|5|FR
15|75|FR
9985|01|FR
5067|002|FR
891|046|FR
5|887|FR
1|86|FR
1|939|FR
9|8|FR
3|117|FR
242|630|FR
165|15|FR
9|511|FR
780|0645|FR
5780|903|FR
5|2|FR
1|943|FR
6476|943|FR
94|40|FR
391|36|FR
7|999|FR
1092|5|FR
932|5451|FR
3|932|FR
2367|1|FR
439|332|FR
6|824|FR
14|18|FR
18|949|FR
1086|4|FR
167|7|FR
5|8|FR
9146|4|FR
343|378|FR
8526|45|FR
7|4462|FR
9|833|FR
2|919|FR
39|04|FR
8988|60|FR
66|8|FR
10|7|FR
2|9|FR
8255|55|FR
20|8|FR
508|798|FR
1726|1305|FR
919|25|FR
4|237|FR
835|58|FR
1|4352|FR
97|597|FR
6|016|FR
63|5537|FR
582|650|FR
1|29|FR
96|76|FR
359|2117|FR
4|525|FR
1|62|FR
4|5|FR
24|22|FR
16|8|FR
4045|3467|FR
825|752|FR
658|824|FR
2390|184|FR
90|2|FR
75|6|FR
70|238|FR
9|4789|FR
14|226|FR
7977|05|FR
7095|8|FR
900|238|FR
7652|261|FR
3791|4|FR
1254|02|FR
9|8756|FR
943|963|FR
5|7297|FR
75|94|FR
10|6|FR
874|522|FR
349|68|FR
2250|7|FR
3584|5|FR
9|41|FR
16|45|FR
1177|02|FR
61|7091|FR
117|032|FR
4|94|FR
1103|28|FR
138|11|FR
222|83|FR
134|276|FR
8526|902|FR
2|0|FR
2|7|FR
2|6|FR
6659|81|FR
1064|0|FR
8443|012|FR
1137|03|FR
1|24|FR
5|6383|FR
166|5794|FR
8|1291|FR
6|297|FR
5|1|FR
8|0|FR
860|4|FR
8|35|FR
313|5138|FR
4|3035|FR
31|683|FR
4|0887|FR
8|1292|FR
201|1610|FR
3103|28|FR
6|2989|FR
43|2942|FR
1|01|FR
7|86|FR
700|114|FR
6|892|FR
3|7|FR
1654|720|FR
1|544|FR
907|2|FR
1|079|FR
19|6173|FR
139|910|FR
2323|8662|FR
1184|4|FR
33|5|FR
9|60|FR
58|6|FR
444|151|FR
44|932|FR
3388|0971|FR
8014|0701|FR
57|2|FR
33|0|FR
9|41|FR
833|43|FR
3154|3131|FR
111|89|FR
168|54|FR
6864|3970|FR
9|654|FR
6|851|FR
71|4145|FR
9955|9|FR
87|697|FR
85|98|FR
41|2|FR
1|9|FR
5|8|FR
742|75|FR
50|53|FR
1447|562|FR
61|645|FR
995|3911|FR
1|3544|FR
98|2|FR
3|720|FR
316|04|FR
4|2|FR
9|8710|FR
6|0|FR
742|5|FR
7757|9|FR
26|296|FR
847|72|FR
9|9|FR
19|855|FR
1425|073|FR
659|61|FR
369|9114|FR
2074|4598|FR
841|95|FR
3547|06|FR
8|6317|FR
8752|9206|FR
20|211|FR
9888|6817|FR
972|1755|FR
1267|33|FR
17|4567|FR
4|37|FR
2461|6150|FR
6|118|FR
3725|8|FR
7|05|FR
21|62|FR
16|63|FR
6|077|FR
7008|4501|FR
594|8582|FR
582|43|FR
102|861|FR
32|32|FR
599|909|FR
125|06|FR
1|337|FR
768|492|FR
54|556|FR
6945|872|FR
4|135|FR
7299|62|FR
631|65|FR
3175|36|FR
3382|1|FR
418|2|FR
3|738|FR
214|4998|FR
8|4|FR
6146|391|FR
1146|208|FR
532|315|FR
43|7|FR
83|1|FR
25|74|FR
4|313|FR
332|6951|FR
8|3|FR
4|2|FR
17|6|FR
4|0|FR
4|738|FR
7561|6|FR
8|888|FR
6155|20|FR
181|9|FR
462|24|FR
1|6532|FR
1|78|FR
599|1240|FR
2|68|FR
15|0469|FR
6|8022|FR
1|3320|FR
1|416|FR
3349|8|FR
170|1479|FR
17|2|FR
6|097|FR
2|7905|FR
1088|03|FR
10|3448|FR
6556|1|FR
1178|4906|FR
617|97|FR
615|9|FR
8|665|FR
77|74|FR
467|5|FR
189|83|FR
6|972|FR
141|26|FR
4161|3|FR
3|452|FR
78|499|FR
3|146|FR
8088|4660|FR
85|4|FR
9|09|FR
2448|4249|FR
854|6509|FR
27|4609|FR
34|17|FR
1|029|FR
528|8010|FR
420|9593|FR
720|840|FR
87|99|FR
22|376|FR
1|87|FR
1|944|FR
6|63|FR
6|4|FR
278|27|FR
238|2287|FR
979|149|FR
15|0823|FR
9|159|FR
3328|4|FR
254|5863|FR
97|497|FR
2883|5|FR
10|0|FR
9320|68|FR
16|8|FR
7|758|FR
648|8217|FR
1705|2091|FR
2|8381|FR
30|1061|FR
904|8587|FR
5945|7|FR
742|3218|FR
13|590|FR
3|9811|FR
1|9|FR
6529|8762|FR
4|340|FR
1|80|FR
5|93|FR
338|7803|FR
1295|5260|FR
366|0130|FR
83|62|FR
47|78|FR
96|901|FR
1335|06|FR
239|1004|FR
8|66|FR
9707|909|FR
9|514|FR
25|30|FR
2|639|FR
1|9142|FR
217|62|FR
180|380|FR
9|6|FR
57|893|FR
974|1108|FR
667|45|FR
704|1|FR
1080|1|FR
532|0119|FR
186|382|FR
29|011|FR
5588|59|FR
1940|94|FR
22|112|FR
6|6|FR
9991|16|FR
149|0|FR
6934|0|FR
8|54|FR
7|1537|FR
83|73|FR
7|939|FR
9|8|FR
529|9|FR
209|0|FR
2163|15|FR
915|200|FR
2|2|FR
3|242|FR
654|6736|FR
61|1|FR
5853|802|FR
69|74|FR
1610|80|FR
4|059|FR
5364|29|FR
2060|8629|FR
92|99|FR
2|327|FR
58|1224|FR
6199|0517|FR
214|8|FR
439|5|FR
4|33|FR
5557|85|FR
6311|929|FR
1|0|FR
1131|75|FR
3197|4243|FR
1|5|FR
6|513|FR
863|2|FR
1|4908|FR
85|1|FR
79|8|FR
834|4|FR
641|0|FR
15|024|FR
586|5408|FR
54|2818|FR
66|403|FR
24|022|FR
298|815|FR
1|04|FR
329|30|FR
1186|53|FR
470|9154|FR
7768|1|FR
8697|3231|FR
6528|7732|FR
4022|65|FR
9888|8|FR
89|9870|FR
4598|51|FR
27|9|FR
5147|9046|FR
592|70|FR
75|07|FR
4721|18|FR
805|3589|FR
162|06|FR
980|7|FR
841|8891|FR
40|5|FR
39|3|FR
4|6625|FR
889|645|FR
343|21|FR
3|832|FR
274|1|FR
474|95|FR
12|23|FR
2|3|FR
53|0|FR
185|414|FR
2|70|FR
95|530|FR
8|10|FR
7|11|FR
5789|758|FR
91|6|FR
72|4|FR
1|812|FR
39|3023|FR
201|5|FR
108|29|FR
46|6|FR
197|1863|FR
8097|947|FR
59|52|FR
181|6279|FR
5|20|FR
148|1048|FR
3476|65|FR
8|318|FR
5|45|FR
1|1319|FR
3|4710|FR
8383|11|FR
680|67|FR
1|77|FR
5|7|FR
860|5|FR
7|95|FR
18|6|FR
5|75|FR
939|1936|FR
104|8833|FR
160|04|FR
3|5497|FR
1864|0479|FR
80|494|FR
7546|037|FR
64|54|FR
4|9120|FR
507|378|FR
570|2125|FR
6291|8041|FR
7677|8|FR
7601|15|FR
78|9|FR
885|3550|FR
70|080|FR
6325|8|FR
111|9|FR
37|8|FR
84|517|FR
7|577|FR
33|2494|FR
6|2360|FR
5|89|FR
6|5453|FR
8|6875|FR
7|83|FR
283|508|FR
1|8984|FR
60|4|FR
814|1|FR
37|791|FR
11|5|FR
1|497|FR
3734|2757|FR
758|110|FR
68|100|FR
925|20|FR
931|26|FR
1|503|FR
1|65|FR
2917|3|FR
193|9|FR
3992|85|FR
156|9488|FR
1|4670|FR
91|19|FR
256|0845|FR
15|194|FR
968|0|FR
629|6852|FR
195|0|FR
862|4188|FR
9025|136|FR
1698|4|FR
20|0427|FR
1|83|FR
3|3|FR
88|14|FR
9|664|FR
7614|8|FR
66|7|FR
5|172|FR
87|97|FR
4|0165|FR
9|5179|FR
31|1|FR
957|3744|FR
99|7564|FR
93|5|FR
3819|7091|FR
7924|8|FR
816|4633|FR
358|9|FR
2250|5|FR
7|7|FR
